store_id,sku_id,stock_level,lead_time_days
STORE_012,SKU_119,18,9
STORE_012,SKU_120,26,10
STORE_012,SKU_121,27,10
STORE_012,SKU_122,21,9
STORE_012,SKU_123,13,7
STORE_012,SKU_124,30,3
STORE_012,SKU_125,26,9
STORE_012,SKU_126,12,5
STORE_012,SKU_127,22,10
STORE_012,SKU_128,34,3
STORE_012,SKU_129,18,7
STORE_012,SKU_130,20,4
STORE_012,SKU_131,26,8
STORE_012,SKU_132,33,6
STORE_012,SKU_133,18,7
STORE_012,SKU_134,33,8
STORE_012,SKU_135,24,8
STORE_012,SKU_136,29,6
STORE_012,SKU_137,18,6
STORE_012,SKU_138,28,8
STORE_012,SKU_139,26,5
STORE_012,SKU_140,31,5
STORE_012,SKU_141,34,2
STORE_012,SKU_142,24,8
STORE_012,SKU_143,21,6
STORE_012,SKU_144,29,9
STORE_012,SKU_145,23,4
STORE_012,SKU_146,16,10
STORE_012,SKU_147,25,10
STORE_012,SKU_148,27,2
STORE_012,SKU_149,25,9
STORE_012,SKU_150,30,5
STORE_012,SKU_151,24,6
STORE_012,SKU_152,22,3
STORE_012,SKU_153,43,2
STORE_012,SKU_154,11,8
STORE_012,SKU_155,22,6
STORE_012,SKU_156,22,3
STORE_012,SKU_157,11,9
STORE_012,SKU_158,24,6
STORE_012,SKU_159,39,3
STORE_012,SKU_160,21,9
STORE_012,SKU_161,32,2
STORE_012,SKU_162,29,7
STORE_012,SKU_163,30,7
STORE_012,SKU_164,35,7
STORE_012,SKU_165,16,6
STORE_012,SKU_166,20,4
STORE_012,SKU_167,31,5
STORE_012,SKU_168,21,8
STORE_012,SKU_169,29,2
STORE_012,SKU_170,29,2
STORE_012,SKU_171,25,9
STORE_012,SKU_172,24,8
STORE_012,SKU_173,16,4
STORE_012,SKU_174,27,7
STORE_012,SKU_175,19,10
STORE_012,SKU_176,24,9
STORE_012,SKU_177,23,8
STORE_012,SKU_178,22,3
STORE_012,SKU_179,30,3
STORE_012,SKU_180,35,7
STORE_012,SKU_181,12,2
STORE_012,SKU_182,18,9
STORE_012,SKU_183,17,6
STORE_012,SKU_184,26,8
STORE_012,SKU_185,23,4
STORE_012,SKU_186,26,9
STORE_012,SKU_187,22,6
STORE_012,SKU_188,30,2
STORE_012,SKU_189,38,2
STORE_012,SKU_190,27,4
STORE_012,SKU_191,20,3
STORE_012,SKU_192,32,9
STORE_012,SKU_193,27,2
STORE_012,SKU_194,27,4
STORE_012,SKU_195,31,3
STORE_012,SKU_196,37,4
STORE_012,SKU_197,21,5
STORE_012,SKU_198,17,3
STORE_012,SKU_199,22,6
STORE_012,SKU_200,28,4
STORE_013,SKU_001,29,2
STORE_013,SKU_002,28,4
STORE_013,SKU_003,14,5
STORE_013,SKU_004,15,9
STORE_013,SKU_005,37,9
STORE_013,SKU_006,24,10
STORE_013,SKU_007,34,7
STORE_013,SKU_008,26,10
STORE_013,SKU_009,28,10
STORE_013,SKU_010,35,2
STORE_013,SKU_011,28,3
STORE_013,SKU_012,17,7
STORE_013,SKU_013,21,10
STORE_013,SKU_014,21,4
STORE_013,SKU_015,28,10
STORE_013,SKU_016,11,10
STORE_013,SKU_017,31,7
STORE_013,SKU_018,20,5
STORE_013,SKU_019,27,5
STORE_013,SKU_020,31,8
STORE_013,SKU_021,33,4
STORE_013,SKU_022,22,10
STORE_013,SKU_023,21,2
STORE_013,SKU_024,43,4
STORE_013,SKU_025,25,8
STORE_013,SKU_026,13,5
STORE_013,SKU_027,9,4
STORE_013,SKU_028,24,7
STORE_013,SKU_029,16,10
STORE_013,SKU_030,31,5
STORE_013,SKU_031,38,4
STORE_013,SKU_032,13,8
STORE_013,SKU_033,27,8
STORE_013,SKU_034,22,10
STORE_013,SKU_035,20,5
STORE_013,SKU_036,26,3
STORE_013,SKU_037,28,8
STORE_013,SKU_038,13,3
STORE_013,SKU_039,40,5
STORE_013,SKU_040,20,9
STORE_013,SKU_041,28,2
STORE_013,SKU_042,12,3
STORE_013,SKU_043,17,8
STORE_013,SKU_044,21,9
STORE_013,SKU_045,20,2
STORE_013,SKU_046,20,7
STORE_013,SKU_047,13,9
STORE_013,SKU_048,17,7
STORE_013,SKU_049,18,7
STORE_013,SKU_050,29,5
STORE_013,SKU_051,25,9
STORE_013,SKU_052,19,7
STORE_013,SKU_053,31,7
STORE_013,SKU_054,37,5
STORE_013,SKU_055,32,9
STORE_013,SKU_056,31,2
STORE_013,SKU_057,25,10
STORE_013,SKU_058,24,8
STORE_013,SKU_059,5,8
STORE_013,SKU_060,29,8
STORE_013,SKU_061,23,3
STORE_013,SKU_062,21,5
STORE_013,SKU_063,14,9
STORE_013,SKU_064,19,9
STORE_013,SKU_065,20,5
STORE_013,SKU_066,24,8
STORE_013,SKU_067,28,8
STORE_013,SKU_068,31,7
STORE_013,SKU_069,32,3
STORE_013,SKU_070,18,3
STORE_013,SKU_071,34,5
STORE_013,SKU_072,28,9
STORE_013,SKU_073,32,9
STORE_013,SKU_074,21,4
STORE_013,SKU_075,11,7
STORE_013,SKU_076,42,3
STORE_013,SKU_077,18,9
STORE_013,SKU_078,34,9
STORE_013,SKU_079,16,7
STORE_013,SKU_080,30,4
STORE_013,SKU_081,21,7
STORE_013,SKU_082,15,10
STORE_013,SKU_083,24,4
STORE_013,SKU_084,34,3
STORE_013,SKU_085,32,8
STORE_013,SKU_086,32,7
STORE_013,SKU_087,22,4
STORE_013,SKU_088,30,4
STORE_013,SKU_089,29,7
STORE_013,SKU_090,18,10
STORE_013,SKU_091,19,10
STORE_013,SKU_092,10,4
STORE_013,SKU_093,7,7
STORE_013,SKU_094,33,3
STORE_013,SKU_095,30,4
STORE_013,SKU_096,20,7
STORE_013,SKU_097,19,9
STORE_013,SKU_098,10,6
STORE_013,SKU_099,24,10
STORE_013,SKU_100,25,4
STORE_013,SKU_101,32,9
STORE_013,SKU_102,15,7
STORE_013,SKU_103,19,9
STORE_013,SKU_104,27,2
STORE_013,SKU_105,28,10
STORE_013,SKU_106,18,10
STORE_013,SKU_107,14,6
STORE_013,SKU_108,13,6
STORE_013,SKU_109,35,3
STORE_013,SKU_110,22,7
STORE_013,SKU_111,28,9
STORE_013,SKU_112,20,5
STORE_013,SKU_113,17,7
STORE_013,SKU_114,8,6
STORE_013,SKU_115,23,8
STORE_013,SKU_116,16,5
STORE_013,SKU_117,11,7
STORE_013,SKU_118,18,2
STORE_013,SKU_119,14,6
STORE_013,SKU_120,17,4
STORE_013,SKU_121,34,2
STORE_013,SKU_122,17,6
STORE_013,SKU_123,32,5
STORE_013,SKU_124,31,8
STORE_013,SKU_125,37,6
STORE_013,SKU_126,3,9
STORE_013,SKU_127,16,3
STORE_013,SKU_128,15,4
STORE_013,SKU_129,27,6
STORE_013,SKU_130,27,3
STORE_013,SKU_131,11,10
STORE_013,SKU_132,26,9
STORE_013,SKU_133,17,2
STORE_013,SKU_134,24,5
STORE_013,SKU_135,37,4
STORE_013,SKU_136,24,5
STORE_013,SKU_137,20,4
STORE_013,SKU_138,26,9
STORE_013,SKU_139,28,8
STORE_013,SKU_140,19,5
STORE_013,SKU_141,29,9
STORE_013,SKU_142,14,10
STORE_013,SKU_143,23,10
STORE_013,SKU_144,27,8
STORE_013,SKU_145,17,7
STORE_013,SKU_146,14,2
STORE_013,SKU_147,28,8
STORE_013,SKU_148,14,10
STORE_013,SKU_149,27,8
STORE_013,SKU_150,31,9
STORE_013,SKU_151,20,7
STORE_013,SKU_152,38,10
STORE_013,SKU_153,35,4
STORE_013,SKU_154,33,2
STORE_013,SKU_155,18,9
STORE_013,SKU_156,35,4
STORE_013,SKU_157,28,8
STORE_013,SKU_158,30,9
STORE_013,SKU_159,38,4
STORE_013,SKU_160,17,5
STORE_013,SKU_161,34,7
STORE_013,SKU_162,23,9
STORE_013,SKU_163,27,6
STORE_013,SKU_164,34,7
STORE_013,SKU_165,24,4
STORE_013,SKU_166,41,4
STORE_013,SKU_167,22,8
STORE_013,SKU_168,26,9
STORE_013,SKU_169,27,10
STORE_013,SKU_170,16,3
STORE_013,SKU_171,20,3
STORE_013,SKU_172,19,5
STORE_013,SKU_173,29,9
STORE_013,SKU_174,34,6
STORE_013,SKU_175,13,4
STORE_013,SKU_176,36,4
STORE_013,SKU_177,28,4
STORE_013,SKU_178,28,8
STORE_013,SKU_179,30,2
STORE_013,SKU_180,31,9
STORE_013,SKU_181,18,7
STORE_013,SKU_182,17,4
STORE_013,SKU_183,23,3
STORE_013,SKU_184,25,3
STORE_013,SKU_185,26,8
STORE_013,SKU_186,25,10
STORE_013,SKU_187,28,7
STORE_013,SKU_188,22,6
STORE_013,SKU_189,28,2
STORE_013,SKU_190,20,7
STORE_013,SKU_191,11,2
STORE_013,SKU_192,29,8
STORE_013,SKU_193,30,8
STORE_013,SKU_194,33,8
STORE_013,SKU_195,28,10
STORE_013,SKU_196,28,3
STORE_013,SKU_197,34,10
STORE_013,SKU_198,12,5
STORE_013,SKU_199,14,4
STORE_013,SKU_200,17,2
STORE_014,SKU_001,29,9
STORE_014,SKU_002,23,2
STORE_014,SKU_003,22,3
STORE_014,SKU_004,19,5
STORE_014,SKU_005,21,10
STORE_014,SKU_006,31,4
STORE_014,SKU_007,26,9
STORE_014,SKU_008,13,4
STORE_014,SKU_009,17,3
STORE_014,SKU_010,25,5
STORE_014,SKU_011,24,8
STORE_014,SKU_012,27,7
STORE_014,SKU_013,25,6
STORE_014,SKU_014,17,9
STORE_014,SKU_015,34,3
STORE_014,SKU_016,20,7
STORE_014,SKU_017,28,6
STORE_014,SKU_018,35,7
STORE_014,SKU_019,35,10
STORE_014,SKU_020,25,2
STORE_014,SKU_021,35,7
STORE_014,SKU_022,30,4
STORE_014,SKU_023,14,4
STORE_014,SKU_024,29,8
STORE_014,SKU_025,20,4
STORE_014,SKU_026,11,8
STORE_014,SKU_027,20,5
STORE_014,SKU_028,15,6
STORE_014,SKU_029,28,9
STORE_014,SKU_030,43,2
STORE_014,SKU_031,31,9
STORE_014,SKU_032,34,5
STORE_014,SKU_033,26,4
STORE_014,SKU_034,33,3
STORE_014,SKU_035,20,7
STORE_014,SKU_036,29,3
STORE_014,SKU_037,23,5
STORE_014,SKU_038,21,9
STORE_014,SKU_039,28,5
STORE_014,SKU_040,17,5
STORE_014,SKU_041,27,2
STORE_014,SKU_042,27,4
STORE_014,SKU_043,22,9
STORE_014,SKU_044,25,5
STORE_014,SKU_045,14,9
STORE_014,SKU_046,21,7
STORE_014,SKU_047,25,6
STORE_014,SKU_048,13,5
STORE_014,SKU_049,19,10
STORE_014,SKU_050,32,2
STORE_014,SKU_051,23,6
STORE_014,SKU_052,23,3
STORE_014,SKU_053,35,8
STORE_014,SKU_054,25,3
STORE_014,SKU_055,28,9
STORE_014,SKU_056,23,7
STORE_014,SKU_057,23,10
STORE_014,SKU_058,35,8
STORE_014,SKU_059,12,8
STORE_014,SKU_060,16,6
STORE_014,SKU_061,21,10
STORE_014,SKU_062,13,3
STORE_014,SKU_063,19,5
STORE_014,SKU_064,18,3
STORE_014,SKU_065,32,8
STORE_014,SKU_066,23,4
STORE_014,SKU_067,17,3
STORE_014,SKU_068,19,10
STORE_014,SKU_069,17,9
STORE_014,SKU_070,18,4
STORE_014,SKU_071,27,8
STORE_014,SKU_072,31,9
STORE_014,SKU_073,12,2
STORE_014,SKU_074,17,5
STORE_014,SKU_075,27,7
STORE_014,SKU_076,23,10
STORE_014,SKU_077,19,6
STORE_014,SKU_078,31,5
STORE_014,SKU_079,16,6
STORE_014,SKU_080,31,9
STORE_014,SKU_081,22,5
STORE_014,SKU_082,27,3
STORE_014,SKU_083,20,5
STORE_014,SKU_084,24,5
STORE_014,SKU_085,18,6
STORE_014,SKU_086,23,5
STORE_014,SKU_087,33,8
STORE_014,SKU_088,28,5
STORE_014,SKU_089,15,2
STORE_014,SKU_090,14,6
STORE_014,SKU_091,29,3
STORE_014,SKU_092,13,8
STORE_014,SKU_093,28,2
STORE_014,SKU_094,28,4
STORE_014,SKU_095,21,2
STORE_014,SKU_096,28,3
STORE_014,SKU_097,25,6
STORE_014,SKU_098,9,4
STORE_014,SKU_099,28,2
STORE_014,SKU_100,28,8
STORE_014,SKU_101,16,3
STORE_014,SKU_102,24,6
STORE_014,SKU_103,13,5
STORE_014,SKU_104,25,8
STORE_014,SKU_105,34,7
STORE_014,SKU_106,22,9
STORE_014,SKU_107,16,10
STORE_014,SKU_108,15,8
STORE_014,SKU_109,26,9
STORE_014,SKU_110,30,10
STORE_014,SKU_111,19,6
STORE_014,SKU_112,28,9
STORE_014,SKU_113,19,7
STORE_014,SKU_114,17,8
STORE_014,SKU_115,13,10
STORE_014,SKU_116,21,10
STORE_014,SKU_117,15,9
STORE_014,SKU_118,25,10
STORE_014,SKU_119,33,8
STORE_014,SKU_120,23,4
STORE_014,SKU_121,19,9
STORE_014,SKU_122,17,8
STORE_014,SKU_123,22,5
STORE_014,SKU_124,19,3
STORE_014,SKU_125,18,3
STORE_014,SKU_126,19,7
STORE_014,SKU_127,31,7
STORE_014,SKU_128,31,8
STORE_014,SKU_129,20,9
STORE_014,SKU_130,22,2
STORE_014,SKU_131,16,8
STORE_014,SKU_132,21,8
STORE_014,SKU_133,18,6
STORE_014,SKU_134,15,9
STORE_014,SKU_135,37,2
STORE_014,SKU_136,29,5
STORE_014,SKU_137,27,2
STORE_014,SKU_138,23,9
STORE_014,SKU_139,19,6
STORE_014,SKU_140,21,9
STORE_014,SKU_141,32,7
STORE_014,SKU_142,21,3
STORE_014,SKU_143,23,2
STORE_014,SKU_144,39,2
STORE_014,SKU_145,24,9
STORE_014,SKU_146,15,4
STORE_014,SKU_147,17,9
STORE_014,SKU_148,25,10
STORE_014,SKU_149,24,8
STORE_014,SKU_150,38,10
STORE_014,SKU_151,19,6
STORE_014,SKU_152,28,4
STORE_014,SKU_153,18,4
STORE_014,SKU_154,27,10
STORE_014,SKU_155,18,8
STORE_014,SKU_156,20,5
STORE_014,SKU_157,22,2
STORE_014,SKU_158,15,3
STORE_014,SKU_159,22,6
STORE_014,SKU_160,25,5
STORE_014,SKU_161,31,9
STORE_014,SKU_162,28,10
STORE_014,SKU_163,16,10
STORE_014,SKU_164,19,4
STORE_014,SKU_165,23,5
STORE_014,SKU_166,35,2
STORE_014,SKU_167,26,7
STORE_014,SKU_168,29,4
STORE_014,SKU_169,38,4
STORE_014,SKU_170,30,9
STORE_014,SKU_171,12,8
STORE_014,SKU_172,12,2
STORE_014,SKU_173,29,9
STORE_014,SKU_174,30,6
STORE_014,SKU_175,31,10
STORE_014,SKU_176,16,9
STORE_014,SKU_177,22,6
STORE_014,SKU_178,25,7
STORE_014,SKU_179,26,7
STORE_014,SKU_180,36,6
STORE_014,SKU_181,19,4
STORE_014,SKU_182,30,10
STORE_014,SKU_183,25,3
STORE_014,SKU_184,25,7
STORE_014,SKU_185,30,5
STORE_014,SKU_186,41,10
STORE_014,SKU_187,17,6
STORE_014,SKU_188,25,2
STORE_014,SKU_189,27,9
STORE_014,SKU_190,31,5
STORE_014,SKU_191,33,3
STORE_014,SKU_192,29,3
STORE_014,SKU_193,25,2
STORE_014,SKU_194,14,10
STORE_014,SKU_195,31,5
STORE_014,SKU_196,15,2
STORE_014,SKU_197,21,6
STORE_014,SKU_198,24,6
STORE_014,SKU_199,21,10
STORE_014,SKU_200,32,5
STORE_015,SKU_001,21,9
STORE_015,SKU_002,26,5
STORE_015,SKU_003,26,4
STORE_015,SKU_004,17,5
STORE_015,SKU_005,31,9
STORE_015,SKU_006,18,8
STORE_015,SKU_007,36,8
STORE_015,SKU_008,13,9
STORE_015,SKU_009,27,2
STORE_015,SKU_010,43,9
STORE_015,SKU_011,18,8
STORE_015,SKU_012,21,7
STORE_015,SKU_013,28,6
STORE_015,SKU_014,32,2
STORE_015,SKU_015,31,2
STORE_015,SKU_016,27,8
STORE_015,SKU_017,27,8
STORE_015,SKU_018,23,5
STORE_015,SKU_019,33,4
STORE_015,SKU_020,25,2
STORE_015,SKU_021,29,3
STORE_015,SKU_022,12,6
STORE_015,SKU_023,26,4
STORE_015,SKU_024,31,4
STORE_015,SKU_025,17,10
STORE_015,SKU_026,9,4
STORE_015,SKU_027,20,4
STORE_015,SKU_028,19,3
STORE_015,SKU_029,12,9
STORE_015,SKU_030,31,5
STORE_015,SKU_031,18,10
STORE_015,SKU_032,11,8
STORE_015,SKU_033,25,4
STORE_015,SKU_034,25,6
STORE_015,SKU_035,23,3
STORE_015,SKU_036,18,3
STORE_015,SKU_037,31,9
STORE_015,SKU_038,31,10
STORE_015,SKU_039,35,8
STORE_015,SKU_040,18,10
STORE_015,SKU_041,25,3
STORE_015,SKU_042,28,8
STORE_015,SKU_043,8,7
STORE_015,SKU_044,25,8
STORE_015,SKU_045,14,6
STORE_015,SKU_046,27,5
STORE_015,SKU_047,36,9
STORE_015,SKU_048,23,4
STORE_015,SKU_049,27,3
STORE_015,SKU_050,30,9
STORE_015,SKU_051,24,6
STORE_015,SKU_052,36,2
STORE_015,SKU_053,35,5
STORE_015,SKU_054,19,3
STORE_015,SKU_055,18,2
STORE_015,SKU_056,27,2
STORE_015,SKU_057,43,7
STORE_015,SKU_058,21,10
STORE_015,SKU_059,17,10
STORE_015,SKU_060,13,4
STORE_015,SKU_061,36,6
STORE_015,SKU_062,16,8
STORE_015,SKU_063,19,2
STORE_015,SKU_064,20,8
STORE_015,SKU_065,24,10
STORE_015,SKU_066,20,4
STORE_015,SKU_067,13,5
STORE_015,SKU_068,39,3
STORE_015,SKU_069,22,7
STORE_015,SKU_070,35,7
STORE_015,SKU_071,25,5
STORE_015,SKU_072,32,6
STORE_015,SKU_073,35,8
STORE_015,SKU_074,15,3
STORE_015,SKU_075,21,5
STORE_015,SKU_076,40,8
STORE_015,SKU_077,32,6
STORE_015,SKU_078,30,3
STORE_015,SKU_079,19,8
STORE_015,SKU_080,14,7
STORE_015,SKU_081,28,9
STORE_015,SKU_082,31,8
STORE_015,SKU_083,24,4
STORE_015,SKU_084,35,8
STORE_015,SKU_085,14,2
STORE_015,SKU_086,32,3
STORE_015,SKU_087,25,4
STORE_015,SKU_088,25,7
STORE_015,SKU_089,24,7
STORE_015,SKU_090,18,2
STORE_015,SKU_091,22,9
STORE_015,SKU_092,18,10
STORE_015,SKU_093,12,3
STORE_015,SKU_094,29,10
STORE_015,SKU_095,20,6
STORE_015,SKU_096,16,9
STORE_015,SKU_097,33,6
STORE_015,SKU_098,25,7
STORE_015,SKU_099,20,4
STORE_015,SKU_100,17,4
STORE_015,SKU_101,17,3
STORE_015,SKU_102,26,9
STORE_015,SKU_103,26,5
STORE_015,SKU_104,36,4
STORE_015,SKU_105,24,2
STORE_015,SKU_106,12,9
STORE_015,SKU_107,19,9
STORE_015,SKU_108,14,4
STORE_015,SKU_109,23,3
STORE_015,SKU_110,20,4
STORE_015,SKU_111,27,6
STORE_015,SKU_112,17,2
STORE_015,SKU_113,32,7
STORE_015,SKU_114,13,5
STORE_015,SKU_115,22,10
STORE_015,SKU_116,28,8
STORE_015,SKU_117,12,10
STORE_015,SKU_118,34,2
STORE_015,SKU_119,25,9
STORE_015,SKU_120,24,7
STORE_015,SKU_121,26,2
STORE_015,SKU_122,20,8
STORE_015,SKU_123,25,2
STORE_015,SKU_124,29,2
STORE_015,SKU_125,31,10
STORE_015,SKU_126,18,2
STORE_015,SKU_127,34,3
STORE_015,SKU_128,27,4
STORE_015,SKU_129,24,3
STORE_015,SKU_130,35,2
STORE_015,SKU_131,14,6
STORE_015,SKU_132,31,5
STORE_015,SKU_133,14,6
STORE_015,SKU_134,15,2
STORE_015,SKU_135,22,3
STORE_015,SKU_136,32,10
STORE_015,SKU_137,21,3
STORE_015,SKU_138,20,8
STORE_015,SKU_139,16,3
STORE_015,SKU_140,25,4
STORE_015,SKU_141,31,2
STORE_015,SKU_142,18,10
STORE_015,SKU_143,28,9
STORE_015,SKU_144,30,10
STORE_015,SKU_145,29,5
STORE_015,SKU_146,13,2
STORE_015,SKU_147,37,7
STORE_015,SKU_148,37,3
STORE_015,SKU_149,17,4
STORE_015,SKU_150,35,3
STORE_015,SKU_151,14,6
STORE_015,SKU_152,26,2
STORE_015,SKU_153,31,8
STORE_015,SKU_154,27,3
STORE_015,SKU_155,24,6
STORE_015,SKU_156,32,7
STORE_015,SKU_157,14,7
STORE_015,SKU_158,19,7
STORE_015,SKU_159,22,3
STORE_015,SKU_160,21,10
STORE_015,SKU_161,21,10
STORE_015,SKU_162,20,6
STORE_015,SKU_163,33,6
STORE_015,SKU_164,17,2
STORE_015,SKU_165,24,7
STORE_015,SKU_166,35,4
STORE_015,SKU_167,22,4
STORE_015,SKU_168,28,5
STORE_015,SKU_169,21,8
STORE_015,SKU_170,21,5
STORE_015,SKU_171,26,8
STORE_015,SKU_172,23,5
STORE_015,SKU_173,31,8
STORE_015,SKU_174,22,8
STORE_015,SKU_175,28,2
STORE_015,SKU_176,19,6
STORE_015,SKU_177,17,5
STORE_015,SKU_178,21,2
STORE_015,SKU_179,16,5
STORE_015,SKU_180,22,5
STORE_015,SKU_181,12,7
STORE_015,SKU_182,20,3
STORE_015,SKU_183,33,10
STORE_015,SKU_184,24,4
STORE_015,SKU_185,26,5
STORE_015,SKU_186,44,2
STORE_015,SKU_187,27,4
STORE_015,SKU_188,20,5
STORE_015,SKU_189,27,6
STORE_015,SKU_190,18,9
STORE_015,SKU_191,23,6
STORE_015,SKU_192,20,9
STORE_015,SKU_193,37,5
STORE_015,SKU_194,31,9
STORE_015,SKU_195,26,3
STORE_015,SKU_196,30,3
STORE_015,SKU_197,27,8
STORE_015,SKU_198,10,5
STORE_015,SKU_199,24,9
STORE_015,SKU_200,20,10
STORE_016,SKU_001,17,9
STORE_016,SKU_002,16,8
STORE_016,SKU_003,17,8
STORE_016,SKU_004,21,5
STORE_016,SKU_005,20,7
STORE_016,SKU_006,18,9
STORE_016,SKU_007,11,3
STORE_016,SKU_008,17,8
STORE_016,SKU_009,18,10
STORE_016,SKU_010,22,4
STORE_016,SKU_011,19,3
STORE_016,SKU_012,22,3
STORE_016,SKU_013,29,5
STORE_016,SKU_014,13,3
STORE_016,SKU_015,21,2
STORE_016,SKU_016,11,2
STORE_016,SKU_017,20,3
STORE_016,SKU_018,20,6
STORE_016,SKU_019,22,9
STORE_016,SKU_020,7,6
STORE_016,SKU_021,14,2
STORE_016,SKU_022,11,4
STORE_016,SKU_023,26,5
STORE_016,SKU_024,13,7
STORE_016,SKU_025,15,3
STORE_016,SKU_026,8,4
STORE_016,SKU_027,5,8
STORE_016,SKU_028,12,3
STORE_016,SKU_029,20,5
STORE_016,SKU_030,21,9
STORE_016,SKU_031,20,9
STORE_016,SKU_032,21,6
STORE_016,SKU_033,12,2
STORE_016,SKU_034,23,10
STORE_016,SKU_035,6,4
STORE_016,SKU_036,11,10
STORE_016,SKU_037,15,2
STORE_016,SKU_038,13,5
STORE_016,SKU_039,15,5
STORE_016,SKU_040,9,6
STORE_016,SKU_041,11,4
STORE_016,SKU_042,13,4
STORE_016,SKU_043,9,9
STORE_016,SKU_044,9,7
STORE_016,SKU_045,12,7
STORE_016,SKU_046,7,2
STORE_016,SKU_047,11,3
STORE_016,SKU_048,4,9
STORE_016,SKU_049,5,4
STORE_016,SKU_050,13,10
STORE_016,SKU_051,14,3
STORE_016,SKU_052,29,6
STORE_016,SKU_053,17,4
STORE_016,SKU_054,14,7
STORE_016,SKU_055,28,9
STORE_016,SKU_056,6,2
STORE_016,SKU_057,21,7
STORE_016,SKU_058,18,10
STORE_016,SKU_059,6,5
STORE_016,SKU_060,14,7
STORE_016,SKU_061,26,6
STORE_016,SKU_062,15,10
STORE_016,SKU_063,16,8
STORE_016,SKU_064,19,7
STORE_016,SKU_065,15,4
STORE_016,SKU_066,6,3
STORE_016,SKU_067,12,10
STORE_016,SKU_068,17,4
STORE_016,SKU_069,18,8
STORE_016,SKU_070,15,8
STORE_016,SKU_071,12,4
STORE_016,SKU_072,23,4
STORE_016,SKU_073,16,2
STORE_016,SKU_074,18,10
STORE_016,SKU_075,17,6
STORE_016,SKU_076,27,6
STORE_016,SKU_077,18,6
STORE_016,SKU_078,16,7
STORE_016,SKU_079,9,6
STORE_016,SKU_080,7,9
STORE_016,SKU_081,17,6
STORE_016,SKU_082,19,5
STORE_016,SKU_083,10,9
STORE_016,SKU_084,20,6
STORE_016,SKU_085,15,5
STORE_016,SKU_086,21,7
STORE_016,SKU_087,11,3
STORE_016,SKU_088,22,10
STORE_016,SKU_089,9,5
STORE_016,SKU_090,23,9
STORE_016,SKU_091,17,5
STORE_016,SKU_092,9,3
STORE_016,SKU_093,10,9
STORE_016,SKU_094,13,2
STORE_016,SKU_095,8,3
STORE_016,SKU_096,15,10
STORE_016,SKU_097,18,9
STORE_016,SKU_098,9,8
STORE_016,SKU_099,20,8
STORE_016,SKU_100,21,2
STORE_016,SKU_101,11,3
STORE_016,SKU_102,15,5
STORE_016,SKU_103,22,7
STORE_016,SKU_104,27,5
STORE_016,SKU_105,11,3
STORE_016,SKU_106,18,7
STORE_016,SKU_107,8,2
STORE_016,SKU_108,14,2
STORE_016,SKU_109,25,5
STORE_016,SKU_110,20,2
STORE_016,SKU_111,16,2
STORE_016,SKU_112,14,7
STORE_016,SKU_113,13,2
STORE_016,SKU_114,18,3
STORE_016,SKU_115,13,5
STORE_016,SKU_116,11,8
STORE_016,SKU_117,6,9
STORE_016,SKU_118,15,5
STORE_016,SKU_119,12,5
STORE_016,SKU_120,23,5
STORE_016,SKU_121,24,10
STORE_016,SKU_122,13,5
STORE_016,SKU_123,15,3
STORE_016,SKU_124,13,10
STORE_016,SKU_125,16,6
STORE_016,SKU_126,4,9
STORE_016,SKU_127,26,8
STORE_016,SKU_128,29,3
STORE_016,SKU_129,15,8
STORE_016,SKU_130,10,6
STORE_016,SKU_131,15,4
STORE_016,SKU_132,13,6
STORE_016,SKU_133,4,8
STORE_016,SKU_134,17,8
STORE_016,SKU_135,12,9
STORE_016,SKU_136,12,10
STORE_016,SKU_137,21,5
STORE_016,SKU_138,11,6
STORE_016,SKU_139,13,4
STORE_016,SKU_140,17,8
STORE_016,SKU_141,20,8
STORE_016,SKU_142,15,8
STORE_016,SKU_143,13,5
STORE_016,SKU_144,29,3
STORE_016,SKU_145,15,7
STORE_016,SKU_146,14,8
STORE_016,SKU_147,19,10
STORE_016,SKU_148,15,4
STORE_016,SKU_149,8,10
STORE_016,SKU_150,26,3
STORE_016,SKU_151,9,3
STORE_016,SKU_152,25,2
STORE_016,SKU_153,9,6
STORE_016,SKU_154,11,7
STORE_016,SKU_155,13,10
STORE_016,SKU_156,27,4
STORE_016,SKU_157,15,6
STORE_016,SKU_158,22,6
STORE_016,SKU_159,23,4
STORE_016,SKU_160,11,4
STORE_016,SKU_161,7,9
STORE_016,SKU_162,16,3
STORE_016,SKU_163,13,3
STORE_016,SKU_164,24,5
STORE_016,SKU_165,15,4
STORE_016,SKU_166,16,9
STORE_016,SKU_167,18,4
STORE_016,SKU_168,11,2
STORE_016,SKU_169,19,5
STORE_016,SKU_170,24,10
STORE_016,SKU_171,17,5
STORE_016,SKU_172,12,6
STORE_016,SKU_173,19,7
STORE_016,SKU_174,16,10
STORE_016,SKU_175,11,6
STORE_016,SKU_176,14,6
STORE_016,SKU_177,14,4
STORE_016,SKU_178,17,4
STORE_016,SKU_179,7,9
STORE_016,SKU_180,14,6
STORE_016,SKU_181,14,9
STORE_016,SKU_182,15,10
STORE_016,SKU_183,11,10
STORE_016,SKU_184,21,5
STORE_016,SKU_185,20,8
STORE_016,SKU_186,16,8
STORE_016,SKU_187,9,2
STORE_016,SKU_188,9,3
STORE_016,SKU_189,18,7
STORE_016,SKU_190,17,2
STORE_016,SKU_191,16,6
