date,store_id,city,sku_id,power_cluster,predicted_demand,confidence_score,lower_bound,upper_bound
2023-07-02,STORE_014,Delhi,SKU_177,medium,14.44,0.56,10.08,18.8
2023-07-03,STORE_014,Delhi,SKU_177,medium,11.42,0.45,7.01,15.83
2023-07-04,STORE_014,Delhi,SKU_177,medium,11.42,0.86,10.6,12.24
2023-07-05,STORE_014,Delhi,SKU_177,medium,11.42,0.43,6.84,16.0
2023-07-06,STORE_014,Delhi,SKU_177,medium,11.41,0.95,11.39,11.43
2023-07-07,STORE_014,Delhi,SKU_177,medium,11.41,0.77,9.81,13.01
2023-07-01,STORE_043,Jaipur,SKU_084,high,2.56,0.37,1.42,3.7
2023-07-02,STORE_043,Jaipur,SKU_084,high,2.56,0.82,2.3,2.82
2023-07-03,STORE_043,Jaipur,SKU_084,high,2.27,0.38,1.28,3.26
2023-07-04,STORE_043,Jaipur,SKU_084,high,2.27,0.35,1.22,3.32
2023-07-05,STORE_043,Jaipur,SKU_084,high,2.27,0.79,1.99,2.55
2023-07-06,STORE_043,Jaipur,SKU_084,high,2.27,0.9,2.18,2.36
2023-07-07,STORE_043,Jaipur,SKU_084,high,2.27,0.49,1.47,3.07
2023-07-01,STORE_044,Jaipur,SKU_031,medium,3.94,0.49,2.55,5.33
2023-07-02,STORE_044,Jaipur,SKU_031,medium,3.94,0.39,2.23,5.65
2023-07-03,STORE_044,Jaipur,SKU_031,medium,3.16,0.92,3.08,3.24
2023-07-04,STORE_044,Jaipur,SKU_031,medium,3.16,0.74,2.66,3.66
2023-07-05,STORE_044,Jaipur,SKU_031,medium,3.16,0.38,1.78,4.54
2023-07-06,STORE_044,Jaipur,SKU_031,medium,3.16,0.82,2.84,3.48
2023-07-07,STORE_044,Jaipur,SKU_031,medium,3.16,0.56,2.21,4.11
2023-07-01,STORE_012,Delhi,SKU_094,low,14.92,0.83,13.56,16.28
2023-07-02,STORE_012,Delhi,SKU_094,low,14.91,0.49,9.61,20.21
2023-07-03,STORE_012,Delhi,SKU_094,low,11.67,0.77,10.01,13.33
2023-07-04,STORE_012,Delhi,SKU_094,low,11.67,0.81,10.43,12.91
2023-07-05,STORE_012,Delhi,SKU_094,low,11.67,0.32,6.0,17.34
2023-07-06,STORE_012,Delhi,SKU_094,low,11.65,0.4,6.73,16.57
2023-07-07,STORE_012,Delhi,SKU_094,low,11.65,0.41,6.82,16.48
2023-07-01,STORE_015,Delhi,SKU_079,high,2.33,0.54,1.59,3.07
2023-07-02,STORE_015,Delhi,SKU_079,high,2.33,0.89,2.22,2.44
2023-07-03,STORE_015,Delhi,SKU_079,high,2.01,0.36,1.1,2.92
2023-07-04,STORE_015,Delhi,SKU_079,high,2.01,0.41,1.17,2.85
2023-07-05,STORE_015,Delhi,SKU_079,high,2.01,0.93,1.97,2.05
2023-07-06,STORE_015,Delhi,SKU_079,high,2.04,0.94,2.03,2.05
2023-07-07,STORE_015,Delhi,SKU_079,high,2.04,0.58,1.46,2.62
2023-07-01,STORE_014,Delhi,SKU_185,very_high,12.57,0.6,9.2,15.94
2023-07-02,STORE_014,Delhi,SKU_185,very_high,12.56,0.9,12.09,13.03
2023-07-03,STORE_014,Delhi,SKU_185,very_high,9.61,0.84,8.82,10.4
2023-07-04,STORE_014,Delhi,SKU_185,very_high,9.61,0.71,7.82,11.4
2023-07-05,STORE_014,Delhi,SKU_185,very_high,9.61,0.36,5.23,13.99
2023-07-06,STORE_014,Delhi,SKU_185,very_high,9.67,0.51,6.38,12.96
2023-07-07,STORE_014,Delhi,SKU_185,very_high,9.67,0.38,5.39,13.95
2023-07-01,STORE_033,Kolkata,SKU_109,very_high,6.46,0.42,3.84,9.08
2023-07-02,STORE_033,Kolkata,SKU_109,very_high,6.46,0.32,3.35,9.57
2023-07-03,STORE_033,Kolkata,SKU_109,very_high,4.89,0.49,3.17,6.61
2023-07-04,STORE_033,Kolkata,SKU_109,very_high,4.89,0.54,3.36,6.42
2023-07-05,STORE_033,Kolkata,SKU_109,very_high,4.89,0.61,3.61,6.17
2023-07-06,STORE_033,Kolkata,SKU_109,very_high,4.9,0.89,4.68,5.12
2023-07-07,STORE_033,Kolkata,SKU_109,very_high,4.9,0.32,2.51,7.29
2023-07-01,STORE_007,Mumbai,SKU_009,medium,13.76,0.68,10.89,16.63
2023-07-02,STORE_007,Mumbai,SKU_009,medium,13.74,0.8,12.13,15.35
2023-07-03,STORE_007,Mumbai,SKU_009,medium,10.54,0.69,8.41,12.67
2023-07-04,STORE_007,Mumbai,SKU_009,medium,10.54,0.46,6.54,14.54
2023-07-05,STORE_007,Mumbai,SKU_009,medium,10.54,0.44,6.4,14.68
2023-07-06,STORE_007,Mumbai,SKU_009,medium,10.53,0.86,9.81,11.25
2023-07-07,STORE_007,Mumbai,SKU_009,medium,10.53,0.76,8.98,12.08
2023-07-01,STORE_022,Hyderabad,SKU_196,low,5.2,0.63,3.92,6.48
2023-07-02,STORE_022,Hyderabad,SKU_196,low,5.19,0.55,3.61,6.77
2023-07-03,STORE_022,Hyderabad,SKU_196,low,4.24,0.69,3.4,5.08
2023-07-04,STORE_022,Hyderabad,SKU_196,low,4.24,0.54,2.89,5.59
2023-07-05,STORE_022,Hyderabad,SKU_196,low,4.24,0.57,3.01,5.47
2023-07-06,STORE_022,Hyderabad,SKU_196,low,4.25,0.8,3.77,4.73
2023-07-07,STORE_022,Hyderabad,SKU_196,low,4.25,0.47,2.69,5.81
2023-07-01,STORE_048,Lucknow,SKU_063,low,13.54,0.46,8.46,18.62
2023-07-02,STORE_048,Lucknow,SKU_063,low,13.53,0.76,11.53,15.53
2023-07-03,STORE_048,Lucknow,SKU_063,low,10.34,0.56,7.24,13.44
2023-07-04,STORE_048,Lucknow,SKU_063,low,10.34,0.53,6.98,13.7
2023-07-05,STORE_048,Lucknow,SKU_063,low,10.34,0.81,9.21,11.47
2023-07-06,STORE_048,Lucknow,SKU_063,low,10.36,0.49,6.68,14.04
2023-07-07,STORE_048,Lucknow,SKU_063,low,10.36,0.65,7.98,12.74
2023-07-01,STORE_004,Mumbai,SKU_087,very_high,12.57,0.31,6.35,18.79
2023-07-02,STORE_004,Mumbai,SKU_087,very_high,12.56,0.92,12.27,12.85
2023-07-03,STORE_004,Mumbai,SKU_087,very_high,9.61,0.69,7.7,11.52
2023-07-04,STORE_004,Mumbai,SKU_087,very_high,9.61,0.93,9.45,9.77
2023-07-05,STORE_004,Mumbai,SKU_087,very_high,9.61,0.49,6.18,13.04
2023-07-06,STORE_004,Mumbai,SKU_087,very_high,9.67,0.68,7.68,11.66
2023-07-07,STORE_004,Mumbai,SKU_087,very_high,9.67,0.36,5.25,14.09
2023-07-01,STORE_045,Jaipur,SKU_017,high,2.56,0.32,1.32,3.8
2023-07-02,STORE_045,Jaipur,SKU_017,high,2.56,0.52,1.71,3.41
2023-07-03,STORE_045,Jaipur,SKU_017,high,2.27,0.61,1.68,2.86
2023-07-04,STORE_045,Jaipur,SKU_017,high,2.27,0.4,1.31,3.23
2023-07-05,STORE_045,Jaipur,SKU_017,high,2.27,0.7,1.83,2.71
2023-07-06,STORE_045,Jaipur,SKU_017,high,2.27,0.3,1.14,3.4
2023-07-07,STORE_045,Jaipur,SKU_017,high,2.27,0.79,1.99,2.55
2023-07-01,STORE_041,Jaipur,SKU_001,low,2.56,0.43,1.54,3.58
2023-07-02,STORE_041,Jaipur,SKU_001,low,2.56,0.85,2.36,2.76
2023-07-03,STORE_041,Jaipur,SKU_001,low,2.27,0.68,1.79,2.75
2023-07-04,STORE_041,Jaipur,SKU_001,low,2.27,0.68,1.8,2.74
2023-07-05,STORE_041,Jaipur,SKU_001,low,2.27,0.44,1.39,3.15
2023-07-06,STORE_041,Jaipur,SKU_001,low,2.27,0.63,1.7,2.84
2023-07-07,STORE_041,Jaipur,SKU_001,low,2.27,0.51,1.51,3.03
2023-07-01,STORE_045,Jaipur,SKU_113,medium,3.94,0.53,2.67,5.21
2023-07-02,STORE_045,Jaipur,SKU_113,medium,3.94,0.43,2.36,5.52
2023-07-03,STORE_045,Jaipur,SKU_113,medium,3.16,0.49,2.04,4.28
2023-07-04,STORE_045,Jaipur,SKU_113,medium,3.16,0.77,2.71,3.61
2023-07-05,STORE_045,Jaipur,SKU_113,medium,3.16,0.54,2.16,4.16
2023-07-06,STORE_045,Jaipur,SKU_113,medium,3.16,0.92,3.08,3.24
2023-07-07,STORE_045,Jaipur,SKU_113,medium,3.16,0.82,2.85,3.47
2023-07-01,STORE_039,Ahmedabad,SKU_163,low,23.54,0.3,11.83,35.25
2023-07-02,STORE_039,Ahmedabad,SKU_163,low,23.54,0.47,14.8,32.28
2023-07-03,STORE_039,Ahmedabad,SKU_163,low,18.32,0.69,14.63,22.01
2023-07-04,STORE_039,Ahmedabad,SKU_163,low,18.32,0.88,17.33,19.31
2023-07-05,STORE_039,Ahmedabad,SKU_163,low,18.32,0.53,12.4,24.24
2023-07-06,STORE_039,Ahmedabad,SKU_163,low,18.34,0.45,11.25,25.43
2023-07-07,STORE_039,Ahmedabad,SKU_163,low,18.4,0.57,13.02,23.78
2023-07-01,STORE_050,Lucknow,SKU_045,high,2.84,0.3,1.42,4.26
2023-07-02,STORE_050,Lucknow,SKU_045,high,2.84,0.66,2.22,3.46
2023-07-03,STORE_050,Lucknow,SKU_045,high,2.47,0.33,1.3,3.64
2023-07-04,STORE_050,Lucknow,SKU_045,high,2.47,0.33,1.29,3.65
2023-07-05,STORE_050,Lucknow,SKU_045,high,2.47,0.7,1.99,2.95
2023-07-06,STORE_050,Lucknow,SKU_045,high,2.5,0.34,1.33,3.67
2023-07-07,STORE_050,Lucknow,SKU_045,high,2.5,0.66,1.95,3.05
2023-07-01,STORE_008,Mumbai,SKU_062,low,17.57,0.93,17.27,17.87
2023-07-02,STORE_008,Mumbai,SKU_062,low,17.57,0.81,15.68,19.46
2023-07-03,STORE_008,Mumbai,SKU_062,low,14.07,0.56,9.82,18.32
2023-07-04,STORE_008,Mumbai,SKU_062,low,14.18,0.44,8.64,19.72
2023-07-05,STORE_008,Mumbai,SKU_062,low,14.18,0.53,9.64,18.72
2023-07-06,STORE_008,Mumbai,SKU_062,low,14.17,0.36,7.7,20.64
2023-07-07,STORE_008,Mumbai,SKU_062,low,14.17,0.63,10.73,17.61
2023-07-01,STORE_039,Ahmedabad,SKU_133,medium,2.93,0.93,2.89,2.97
2023-07-02,STORE_039,Ahmedabad,SKU_133,medium,2.93,0.4,1.68,4.18
2023-07-03,STORE_039,Ahmedabad,SKU_133,medium,2.69,0.56,1.89,3.49
2023-07-04,STORE_039,Ahmedabad,SKU_133,medium,2.69,0.65,2.06,3.32
2023-07-05,STORE_039,Ahmedabad,SKU_133,medium,2.69,0.7,2.17,3.21
2023-07-06,STORE_039,Ahmedabad,SKU_133,medium,2.72,0.91,2.63,2.81
2023-07-07,STORE_039,Ahmedabad,SKU_133,medium,2.72,0.33,1.42,4.02
2023-07-01,STORE_035,Pune,SKU_032,medium,8.66,0.85,7.96,9.36
2023-07-02,STORE_035,Pune,SKU_032,medium,8.65,0.47,5.48,11.82
2023-07-03,STORE_035,Pune,SKU_032,medium,6.61,0.83,5.99,7.23
2023-07-04,STORE_035,Pune,SKU_032,medium,6.61,0.4,3.82,9.4
2023-07-05,STORE_035,Pune,SKU_032,medium,6.61,0.75,5.59,7.63
2023-07-06,STORE_035,Pune,SKU_032,medium,6.67,0.33,3.51,9.83
2023-07-07,STORE_035,Pune,SKU_032,medium,6.67,0.87,6.26,7.08
2023-07-01,STORE_017,Bangalore,SKU_160,high,6.46,0.45,3.97,8.95
2023-07-02,STORE_017,Bangalore,SKU_160,high,6.46,0.89,6.17,6.75
2023-07-03,STORE_017,Bangalore,SKU_160,high,4.89,0.41,2.87,6.91
2023-07-04,STORE_017,Bangalore,SKU_160,high,4.89,0.75,4.12,5.66
2023-07-05,STORE_017,Bangalore,SKU_160,high,4.89,0.51,3.23,6.55
2023-07-06,STORE_017,Bangalore,SKU_160,high,4.9,0.69,3.93,5.87
2023-07-07,STORE_017,Bangalore,SKU_160,high,4.9,0.53,3.32,6.48
2023-07-01,STORE_033,Kolkata,SKU_077,medium,2.8,0.48,1.79,3.81
2023-07-02,STORE_033,Kolkata,SKU_077,medium,2.8,0.68,2.21,3.39
2023-07-03,STORE_033,Kolkata,SKU_077,medium,2.44,0.75,2.07,2.81
2023-07-04,STORE_033,Kolkata,SKU_077,medium,2.44,0.84,2.24,2.64
2023-07-05,STORE_033,Kolkata,SKU_077,medium,2.44,0.77,2.1,2.78
2023-07-06,STORE_033,Kolkata,SKU_077,medium,2.44,0.53,1.64,3.24
2023-07-07,STORE_033,Kolkata,SKU_077,medium,2.44,0.53,1.65,3.23
2023-07-01,STORE_039,Ahmedabad,SKU_105,low,12.67,0.62,9.44,15.9
2023-07-02,STORE_039,Ahmedabad,SKU_105,low,12.65,0.69,10.12,15.18
2023-07-03,STORE_039,Ahmedabad,SKU_105,low,9.61,0.62,7.15,12.07
2023-07-04,STORE_039,Ahmedabad,SKU_105,low,9.61,0.44,5.87,13.35
2023-07-05,STORE_039,Ahmedabad,SKU_105,low,9.61,0.48,6.11,13.11
2023-07-06,STORE_039,Ahmedabad,SKU_105,low,9.66,0.83,8.74,10.58
2023-07-07,STORE_039,Ahmedabad,SKU_105,low,9.66,0.72,7.96,11.36
2023-07-01,STORE_013,Delhi,SKU_097,high,12.57,0.37,6.92,18.22
2023-07-02,STORE_013,Delhi,SKU_097,high,12.56,0.59,9.04,16.08
2023-07-03,STORE_013,Delhi,SKU_097,high,9.61,0.81,8.6,10.62
2023-07-04,STORE_013,Delhi,SKU_097,high,9.61,0.72,7.93,11.29
2023-07-05,STORE_013,Delhi,SKU_097,high,9.61,0.42,5.7,13.52
2023-07-06,STORE_013,Delhi,SKU_097,high,9.67,0.42,5.74,13.6
2023-07-07,STORE_013,Delhi,SKU_097,high,9.67,0.76,8.26,11.08
2023-07-01,STORE_044,Jaipur,SKU_116,very_high,2.56,0.32,1.32,3.8
2023-07-02,STORE_044,Jaipur,SKU_116,very_high,2.56,0.67,2.01,3.11
2023-07-03,STORE_044,Jaipur,SKU_116,very_high,2.27,0.6,1.67,2.87
2023-07-04,STORE_044,Jaipur,SKU_116,very_high,2.27,0.88,2.14,2.4
2023-07-05,STORE_044,Jaipur,SKU_116,very_high,2.27,0.76,1.94,2.6
2023-07-06,STORE_044,Jaipur,SKU_116,very_high,2.27,0.66,1.77,2.77
2023-07-07,STORE_044,Jaipur,SKU_116,very_high,2.27,0.95,2.26,2.28
2023-07-01,STORE_019,Bangalore,SKU_005,medium,3.77,0.38,2.12,5.42
2023-07-02,STORE_019,Bangalore,SKU_005,medium,3.77,0.94,3.75,3.79
2023-07-03,STORE_019,Bangalore,SKU_005,medium,3.06,0.41,1.79,4.33
2023-07-04,STORE_019,Bangalore,SKU_005,medium,3.06,0.81,2.74,3.38
2023-07-05,STORE_019,Bangalore,SKU_005,medium,3.06,0.48,1.95,4.17
2023-07-06,STORE_019,Bangalore,SKU_005,medium,3.06,0.93,3.01,3.11
2023-07-07,STORE_019,Bangalore,SKU_005,medium,3.06,0.58,2.18,3.94
2023-07-01,STORE_038,Ahmedabad,SKU_001,low,24.74,0.86,23.0,26.48
2023-07-02,STORE_038,Ahmedabad,SKU_001,low,24.74,0.52,16.51,32.97
2023-07-03,STORE_038,Ahmedabad,SKU_001,low,20.17,0.33,10.58,29.76
2023-07-04,STORE_038,Ahmedabad,SKU_001,low,20.17,0.39,11.43,28.91
2023-07-05,STORE_038,Ahmedabad,SKU_001,low,20.17,0.5,13.18,27.16
2023-07-06,STORE_038,Ahmedabad,SKU_001,low,20.19,0.42,12.02,28.36
2023-07-07,STORE_038,Ahmedabad,SKU_001,low,20.25,0.53,13.76,26.74
2023-07-01,STORE_022,Hyderabad,SKU_022,medium,1.99,0.45,1.23,2.75
2023-07-02,STORE_022,Hyderabad,SKU_022,medium,1.99,0.46,1.24,2.74
2023-07-03,STORE_022,Hyderabad,SKU_022,medium,1.76,0.94,1.75,1.77
2023-07-04,STORE_022,Hyderabad,SKU_022,medium,1.76,0.92,1.71,1.81
2023-07-05,STORE_022,Hyderabad,SKU_022,medium,1.76,0.82,1.59,1.93
2023-07-06,STORE_022,Hyderabad,SKU_022,medium,1.76,0.91,1.71,1.81
2023-07-07,STORE_022,Hyderabad,SKU_022,medium,1.76,0.68,1.39,2.13
2023-07-01,STORE_001,Mumbai,SKU_116,low,17.57,0.71,14.39,20.75
2023-07-02,STORE_001,Mumbai,SKU_116,low,17.57,0.78,15.22,19.92
2023-07-03,STORE_001,Mumbai,SKU_116,low,14.07,0.56,9.86,18.28
2023-07-04,STORE_001,Mumbai,SKU_116,low,14.18,0.43,8.46,19.9
2023-07-05,STORE_001,Mumbai,SKU_116,low,14.18,0.78,12.28,16.08
2023-07-06,STORE_001,Mumbai,SKU_116,low,14.17,0.74,11.9,16.44
2023-07-07,STORE_001,Mumbai,SKU_116,low,14.17,0.63,10.63,17.71
2023-07-01,STORE_010,Delhi,SKU_039,very_high,7.52,0.43,4.51,10.53
2023-07-02,STORE_010,Delhi,SKU_039,very_high,7.5,0.9,7.21,7.79
2023-07-03,STORE_010,Delhi,SKU_039,very_high,5.88,0.6,4.31,7.45
2023-07-04,STORE_010,Delhi,SKU_039,very_high,5.88,0.73,4.87,6.89
2023-07-05,STORE_010,Delhi,SKU_039,very_high,5.88,0.45,3.62,8.14
2023-07-06,STORE_010,Delhi,SKU_039,very_high,5.93,0.32,3.04,8.82
2023-07-07,STORE_010,Delhi,SKU_039,very_high,5.93,0.33,3.1,8.76
2023-07-01,STORE_049,Lucknow,SKU_110,very_high,11.17,0.5,7.27,15.07
2023-07-02,STORE_049,Lucknow,SKU_110,very_high,11.16,0.31,5.69,16.63
2023-07-03,STORE_049,Lucknow,SKU_110,very_high,8.49,0.94,8.4,8.58
2023-07-04,STORE_049,Lucknow,SKU_110,very_high,8.49,0.93,8.34,8.64
2023-07-05,STORE_049,Lucknow,SKU_110,very_high,8.49,0.32,4.4,12.58
2023-07-06,STORE_049,Lucknow,SKU_110,very_high,8.6,0.49,5.54,11.66
2023-07-07,STORE_049,Lucknow,SKU_110,very_high,8.6,0.7,6.95,10.25
2023-07-01,STORE_012,Delhi,SKU_129,medium,2.88,0.8,2.54,3.22
2023-07-02,STORE_012,Delhi,SKU_129,medium,2.88,0.67,2.26,3.5
2023-07-03,STORE_012,Delhi,SKU_129,medium,2.46,0.39,1.41,3.51
2023-07-04,STORE_012,Delhi,SKU_129,medium,2.46,0.81,2.2,2.72
2023-07-05,STORE_012,Delhi,SKU_129,medium,2.46,0.62,1.84,3.08
2023-07-06,STORE_012,Delhi,SKU_129,medium,2.49,0.61,1.83,3.15
2023-07-07,STORE_012,Delhi,SKU_129,medium,2.49,0.46,1.56,3.42
2023-07-01,STORE_010,Delhi,SKU_035,low,6.47,0.53,4.37,8.57
2023-07-02,STORE_010,Delhi,SKU_035,low,6.47,0.85,5.96,6.98
2023-07-03,STORE_010,Delhi,SKU_035,low,4.85,0.82,4.37,5.33
2023-07-04,STORE_010,Delhi,SKU_035,low,4.85,0.53,3.28,6.42
2023-07-05,STORE_010,Delhi,SKU_035,low,4.85,0.94,4.82,4.88
2023-07-06,STORE_010,Delhi,SKU_035,low,4.89,0.64,3.73,6.05
2023-07-07,STORE_010,Delhi,SKU_035,low,4.89,0.36,2.66,7.12
2023-07-01,STORE_047,Lucknow,SKU_184,very_high,8.76,0.34,4.66,12.86
2023-07-02,STORE_047,Lucknow,SKU_184,very_high,8.75,0.86,8.15,9.35
2023-07-03,STORE_047,Lucknow,SKU_184,very_high,6.75,0.65,5.18,8.32
2023-07-04,STORE_047,Lucknow,SKU_184,very_high,6.75,0.45,4.13,9.37
2023-07-05,STORE_047,Lucknow,SKU_184,very_high,6.75,0.38,3.79,9.71
2023-07-06,STORE_047,Lucknow,SKU_184,very_high,6.88,0.74,5.78,7.98
2023-07-07,STORE_047,Lucknow,SKU_184,very_high,6.88,0.71,5.6,8.16
2023-07-01,STORE_021,Bangalore,SKU_086,medium,4.89,0.37,2.69,7.09
2023-07-02,STORE_021,Bangalore,SKU_086,medium,4.89,0.5,3.2,6.58
2023-07-03,STORE_021,Bangalore,SKU_086,medium,3.93,0.89,3.74,4.12
2023-07-04,STORE_021,Bangalore,SKU_086,medium,3.93,0.69,3.14,4.72
2023-07-05,STORE_021,Bangalore,SKU_086,medium,3.93,0.57,2.77,5.09
2023-07-06,STORE_021,Bangalore,SKU_086,medium,3.93,0.36,2.16,5.7
2023-07-07,STORE_021,Bangalore,SKU_086,medium,3.93,0.93,3.86,4.0
2023-07-01,STORE_019,Bangalore,SKU_053,medium,10.04,0.61,7.41,12.67
2023-07-02,STORE_019,Bangalore,SKU_053,medium,10.02,0.51,6.64,13.4
2023-07-03,STORE_019,Bangalore,SKU_053,medium,7.57,0.61,5.59,9.55
2023-07-04,STORE_019,Bangalore,SKU_053,medium,7.57,0.44,4.6,10.54
2023-07-05,STORE_019,Bangalore,SKU_053,medium,7.57,0.91,7.33,7.81
2023-07-06,STORE_019,Bangalore,SKU_053,medium,7.67,0.83,6.99,8.35
2023-07-07,STORE_019,Bangalore,SKU_053,medium,7.67,0.77,6.63,8.71
2023-07-01,STORE_048,Lucknow,SKU_145,low,4.87,0.43,2.91,6.83
2023-07-02,STORE_048,Lucknow,SKU_145,low,4.87,0.77,4.21,5.53
2023-07-03,STORE_048,Lucknow,SKU_145,low,3.87,0.63,2.9,4.84
2023-07-04,STORE_048,Lucknow,SKU_145,low,3.87,0.62,2.89,4.85
2023-07-05,STORE_048,Lucknow,SKU_145,low,3.87,0.88,3.65,4.09
2023-07-06,STORE_048,Lucknow,SKU_145,low,3.9,0.41,2.29,5.51
2023-07-07,STORE_048,Lucknow,SKU_145,low,3.9,0.75,3.29,4.51
2023-07-01,STORE_002,Mumbai,SKU_070,high,12.57,0.9,12.05,13.09
2023-07-02,STORE_002,Mumbai,SKU_070,high,12.56,0.82,11.26,13.86
2023-07-03,STORE_002,Mumbai,SKU_070,high,9.61,0.57,6.82,12.4
2023-07-04,STORE_002,Mumbai,SKU_070,high,9.61,0.77,8.24,10.98
2023-07-05,STORE_002,Mumbai,SKU_070,high,9.61,0.49,6.22,13.0
2023-07-06,STORE_002,Mumbai,SKU_070,high,9.67,0.54,6.66,12.68
2023-07-07,STORE_002,Mumbai,SKU_070,high,9.67,0.51,6.42,12.92
2023-07-01,STORE_031,Kolkata,SKU_106,very_high,2.22,0.45,1.36,3.08
2023-07-02,STORE_031,Kolkata,SKU_106,very_high,2.22,0.79,1.94,2.5
2023-07-03,STORE_031,Kolkata,SKU_106,very_high,1.96,0.81,1.74,2.18
2023-07-04,STORE_031,Kolkata,SKU_106,very_high,1.96,0.63,1.47,2.45
2023-07-05,STORE_031,Kolkata,SKU_106,very_high,1.96,0.55,1.35,2.57
2023-07-06,STORE_031,Kolkata,SKU_106,very_high,1.95,0.45,1.21,2.69
2023-07-07,STORE_031,Kolkata,SKU_106,very_high,1.95,0.72,1.61,2.29
2023-07-01,STORE_022,Hyderabad,SKU_081,low,2.66,0.44,1.61,3.71
2023-07-02,STORE_022,Hyderabad,SKU_081,low,2.66,0.77,2.3,3.02
2023-07-03,STORE_022,Hyderabad,SKU_081,low,2.32,0.39,1.33,3.31
2023-07-04,STORE_022,Hyderabad,SKU_081,low,2.32,0.49,1.49,3.15
2023-07-05,STORE_022,Hyderabad,SKU_081,low,2.32,0.52,1.55,3.09
2023-07-06,STORE_022,Hyderabad,SKU_081,low,2.31,0.43,1.38,3.24
2023-07-07,STORE_022,Hyderabad,SKU_081,low,2.31,0.87,2.17,2.45
2023-07-01,STORE_046,Lucknow,SKU_106,high,2.84,0.4,1.64,4.04
2023-07-02,STORE_046,Lucknow,SKU_106,high,2.84,0.61,2.09,3.59
2023-07-03,STORE_046,Lucknow,SKU_106,high,2.47,0.93,2.44,2.5
2023-07-04,STORE_046,Lucknow,SKU_106,high,2.47,0.8,2.18,2.76
2023-07-05,STORE_046,Lucknow,SKU_106,high,2.47,0.55,1.71,3.23
2023-07-06,STORE_046,Lucknow,SKU_106,high,2.5,0.8,2.21,2.79
2023-07-07,STORE_046,Lucknow,SKU_106,high,2.5,0.69,2.01,2.99
2023-07-01,STORE_017,Bangalore,SKU_098,low,10.04,0.47,6.31,13.77
2023-07-02,STORE_017,Bangalore,SKU_098,low,10.02,0.72,8.23,11.81
2023-07-03,STORE_017,Bangalore,SKU_098,low,7.57,0.65,5.8,9.34
2023-07-04,STORE_017,Bangalore,SKU_098,low,7.57,0.94,7.51,7.63
2023-07-05,STORE_017,Bangalore,SKU_098,low,7.57,0.33,3.94,11.2
2023-07-06,STORE_017,Bangalore,SKU_098,low,7.67,0.47,4.84,10.5
2023-07-07,STORE_017,Bangalore,SKU_098,low,7.67,0.71,6.27,9.07
2023-07-01,STORE_026,Hyderabad,SKU_193,low,6.38,0.82,5.75,7.01
2023-07-02,STORE_026,Hyderabad,SKU_193,low,6.36,0.91,6.17,6.55
2023-07-03,STORE_026,Hyderabad,SKU_193,low,5.07,0.49,3.28,6.86
2023-07-04,STORE_026,Hyderabad,SKU_193,low,5.07,0.87,4.75,5.39
2023-07-05,STORE_026,Hyderabad,SKU_193,low,5.07,0.58,3.62,6.52
2023-07-06,STORE_026,Hyderabad,SKU_193,low,5.13,0.72,4.22,6.04
2023-07-07,STORE_026,Hyderabad,SKU_193,low,5.13,0.86,4.78,5.48
2023-07-01,STORE_004,Mumbai,SKU_156,low,17.57,0.5,11.44,23.7
2023-07-02,STORE_004,Mumbai,SKU_156,low,17.57,0.38,9.83,25.31
2023-07-03,STORE_004,Mumbai,SKU_156,low,14.07,0.79,12.35,15.79
2023-07-04,STORE_004,Mumbai,SKU_156,low,14.18,0.55,9.81,18.55
2023-07-05,STORE_004,Mumbai,SKU_156,low,14.18,0.71,11.6,16.76
2023-07-06,STORE_004,Mumbai,SKU_156,low,14.17,0.38,8.0,20.34
2023-07-07,STORE_004,Mumbai,SKU_156,low,14.17,0.38,7.98,20.36
2023-07-01,STORE_047,Lucknow,SKU_019,medium,12.23,0.87,11.45,13.01
2023-07-02,STORE_047,Lucknow,SKU_019,medium,12.22,0.42,7.28,17.16
2023-07-03,STORE_047,Lucknow,SKU_019,medium,9.27,0.6,6.74,11.8
2023-07-04,STORE_047,Lucknow,SKU_019,medium,9.27,0.53,6.27,12.27
2023-07-05,STORE_047,Lucknow,SKU_019,medium,9.27,0.45,5.68,12.86
2023-07-06,STORE_047,Lucknow,SKU_019,medium,9.35,0.71,7.64,11.06
2023-07-07,STORE_047,Lucknow,SKU_019,medium,9.35,0.87,8.76,9.94
2023-07-01,STORE_024,Hyderabad,SKU_142,very_high,2.66,0.94,2.65,2.67
2023-07-02,STORE_024,Hyderabad,SKU_142,very_high,2.66,0.39,1.51,3.81
2023-07-03,STORE_024,Hyderabad,SKU_142,very_high,2.32,0.56,1.62,3.02
2023-07-04,STORE_024,Hyderabad,SKU_142,very_high,2.32,0.7,1.87,2.77
2023-07-05,STORE_024,Hyderabad,SKU_142,very_high,2.32,0.34,1.23,3.41
2023-07-06,STORE_024,Hyderabad,SKU_142,very_high,2.31,0.65,1.78,2.84
2023-07-07,STORE_024,Hyderabad,SKU_142,very_high,2.31,0.45,1.41,3.21
2023-07-01,STORE_018,Bangalore,SKU_032,very_high,7.51,0.64,5.69,9.33
2023-07-02,STORE_018,Bangalore,SKU_032,very_high,7.49,0.85,6.92,8.06
2023-07-03,STORE_018,Bangalore,SKU_032,very_high,5.93,0.91,5.74,6.12
2023-07-04,STORE_018,Bangalore,SKU_032,very_high,5.93,0.64,4.5,7.36
